,subject,relation,object
52187,grand_rapids,friday,"foggy, low of 20f, high of 30f"
52188,grand_rapids,saturday,"foggy, low of 20f, high of 30f"
52189,grand_rapids,sunday,"overcast, low of 70f, high of 80f"
52191,san_mateo,tuesday,"hail, low of 80f, high of 90f"
52192,san_mateo,wednesday,"snow, low of 20f, high of 40f"
52194,san_mateo,friday,"drizzle, low of 70f, high of 80f"
52195,san_mateo,saturday,"snow, low of 60f, high of 80f"
52196,san_mateo,sunday,"hot, low of 60f, high of 80f"
52197,compton,monday,"frost, low of 30f, high of 40f"
52201,compton,friday,"snow, low of 50f, high of 60f"
52206,alameda,wednesday,"hail, low of 70f, high of 90f"
52208,alameda,friday,"clear skies, low of 30f, high of 50f"
52212,manhattan,tuesday,"drizzle, low of 50f, high of 60f"
52216,manhattan,saturday,"foggy, low of 90f, high of 100f"
52219,atherton,tuesday,"stormy, low of 70f, high of 80f"
52220,atherton,wednesday,"snow, low of 30f, high of 40f"
52221,atherton,thursday,"stormy, low of 20f, high of 30f"
52222,atherton,friday,"cloudy, low of 70f, high of 90f"
52223,atherton,saturday,"raining, low of 30f, high of 50f"
52224,atherton,sunday,"clear skies, low of 80f, high of 100f"
52249,fresno,monday,"raining, low of 60f, high of 80f"
52255,fresno,sunday,"clear skies, low of 90f, high of 100f"
52259,inglewood,thursday,"raining, low of 80f, high of 100f"
52264,mountain_view,tuesday,"snow, low of 60f, high of 80f"
52265,mountain_view,wednesday,"windy, low of 80f, high of 90f"
52268,mountain_view,saturday,"cloudy, low of 70f, high of 90f"
52274,boston,friday,"snow, low of 80f, high of 90f"
52275,boston,saturday,"hot, low of 40f, high of 60f"
52277,downtown_chicago,monday,"raining, low of 80f, high of 90f"
52279,downtown_chicago,wednesday,"foggy, low of 30f, high of 40f"
52280,downtown_chicago,thursday,"hot, low of 60f, high of 70f"
52281,downtown_chicago,friday,"raining, low of 40f, high of 60f"
52282,downtown_chicago,saturday,"rain, low of 30f, high of 40f"
52285,manhattan,tuesday,"foggy, low of 60f, high of 80f"
52288,manhattan,friday,"foggy, low of 90f, high of 100f"
52290,manhattan,sunday,"hot, low of 40f, high of 60f"
52292,cleveland,tuesday,"foggy, low of 60f, high of 70f"
52293,cleveland,wednesday,"overcast, low of 30f, high of 40f"
52295,cleveland,friday,"foggy, low of 90f, high of 100f"
52296,cleveland,saturday,"warm, low of 30f, high of 40f"
52332,football_activity,date,the 15th
52371,durham,thursday,"drizzle, low of 70f, high of 90f"
52372,durham,friday,"hail, low of 40f, high of 60f"
52374,durham,sunday,"hail, low of 70f, high of 80f"
52377,brentwood,wednesday,"warm, low of 50f, high of 70f"
52378,brentwood,thursday,"hail, low of 50f, high of 60f"
52382,menlo_park,monday,"humid, low of 90f, high of 100f"
52383,menlo_park,tuesday,"humid, low of 60f, high of 70f"
52389,alhambra,monday,"blizzard, low of 30f, high of 40f"
52390,alhambra,tuesday,"drizzle, low of 40f, high of 60f"
52392,alhambra,thursday,"rain, low of 30f, high of 40f"
52393,alhambra,friday,"snow, low of 30f, high of 50f"
52398,fresno,wednesday,"clear skies, low of 70f, high of 80f"
52400,fresno,friday,"hail, low of 60f, high of 70f"
52404,los_angeles,tuesday,"dry, low of 60f, high of 70f"
52405,los_angeles,wednesday,"dry, low of 60f, high of 80f"
52407,los_angeles,friday,"raining, low of 90f, high of 100f"
52408,los_angeles,saturday,"stormy, low of 90f, high of 100f"
52409,los_angeles,sunday,"raining, low of 20f, high of 40f"
52411,san_mateo,tuesday,"drizzle, low of 70f, high of 90f"
52414,san_mateo,friday,"hot, low of 50f, high of 70f"
52415,san_mateo,saturday,"frost, low of 40f, high of 50f"
52416,san_mateo,sunday,"hail, low of 40f, high of 50f"
52481,oakland,monday,"warm, low of 50f, high of 70f"
52482,oakland,tuesday,"rain, low of 90f, high of 100f"
52484,oakland,thursday,"foggy, low of 30f, high of 40f"
52485,oakland,friday,"snow, low of 40f, high of 50f"
52486,oakland,saturday,"cloudy, low of 60f, high of 70f"
52487,oakland,sunday,"clear skies, low of 50f, high of 70f"
52490,brentwood,wednesday,"windy, low of 20f, high of 30f"
52492,brentwood,friday,"windy, low of 20f, high of 40f"
52493,brentwood,saturday,"blizzard, low of 40f, high of 50f"
52496,camarillo,tuesday,"frost, low of 30f, high of 40f"
52497,camarillo,wednesday,"overcast, low of 60f, high of 80f"
52498,camarillo,thursday,"frost, low of 50f, high of 60f"
52500,camarillo,saturday,"rain, low of 30f, high of 50f"
52501,camarillo,sunday,"foggy, low of 30f, high of 40f"
52502,boston,monday,"misty, low of 30f, high of 40f"
52506,boston,friday,"clear skies, low of 20f, high of 40f"
52509,corona,monday,"stormy, low of 80f, high of 90f"
52510,corona,tuesday,"foggy, low of 40f, high of 50f"
52511,corona,wednesday,"stormy, low of 70f, high of 90f"
52512,corona,thursday,"windy, low of 30f, high of 40f"
52513,corona,friday,"dew, low of 20f, high of 30f"
52514,corona,saturday,"rain, low of 70f, high of 90f"
52515,corona,sunday,"cloudy, low of 40f, high of 60f"
52516,carson,monday,"raining, low of 50f, high of 60f"
52517,carson,tuesday,"misty, low of 80f, high of 100f"
52518,carson,wednesday,"dew, low of 60f, high of 80f"
52519,carson,thursday,"stormy, low of 60f, high of 80f"
52520,carson,friday,"overcast, low of 90f, high of 100f"
52521,carson,saturday,"drizzle, low of 30f, high of 50f"
52523,exeter,monday,"dew, low of 90f, high of 100f"
52525,exeter,wednesday,"windy, low of 80f, high of 100f"
52527,exeter,friday,"windy, low of 30f, high of 50f"
52551,san_mateo,monday,"dry, low of 50f, high of 60f"
52552,san_mateo,tuesday,"drizzle, low of 20f, high of 30f"
52554,san_mateo,thursday,"hail, low of 60f, high of 80f"
52558,new_york,monday,"stormy, low of 20f, high of 40f"
52560,new_york,wednesday,"hot, low of 90f, high of 100f"
52564,new_york,sunday,"stormy, low of 20f, high of 40f"
52565,danville,monday,"blizzard, low of 20f, high of 30f"
52566,danville,tuesday,"dry, low of 90f, high of 100f"
52569,danville,friday,"dew, low of 50f, high of 70f"
52570,danville,saturday,"misty, low of 20f, high of 40f"
52573,atherton,tuesday,"humid, low of 80f, high of 90f"
52575,atherton,thursday,"frost, low of 40f, high of 50f"
52576,atherton,friday,"warm, low of 60f, high of 70f"
52577,atherton,saturday,"drizzle, low of 40f, high of 50f"
52578,atherton,sunday,"windy, low of 40f, high of 60f"
52580,brentwood,tuesday,"humid, low of 80f, high of 100f"
52581,brentwood,wednesday,"foggy, low of 60f, high of 80f"
52582,brentwood,thursday,"warm, low of 70f, high of 80f"
52583,brentwood,friday,"warm, low of 70f, high of 90f"
52584,brentwood,saturday,"drizzle, low of 20f, high of 40f"
52586,seattle,monday,"cloudy, low of 50f, high of 70f"
52588,seattle,wednesday,"foggy, low of 30f, high of 40f"
52589,seattle,thursday,"drizzle, low of 50f, high of 70f"
52593,san_francisco,monday,"misty, low of 30f, high of 50f"
52596,san_francisco,thursday,"hail, low of 30f, high of 50f"
52597,san_francisco,friday,"misty, low of 50f, high of 60f"
52599,san_francisco,sunday,"misty, low of 90f, high of 100f"
52600,boston,monday,"snow, low of 60f, high of 80f"
52608,cleveland,tuesday,"snow, low of 90f, high of 100f"
52611,cleveland,friday,"cloudy, low of 30f, high of 50f"
52618,menlo_park,friday,"drizzle, low of 70f, high of 80f"
52620,menlo_park,sunday,"snow, low of 20f, high of 30f"
52621,san_francisco,monday,"windy, low of 60f, high of 80f"
52625,san_francisco,friday,"humid, low of 80f, high of 90f"
52626,san_francisco,saturday,"rain, low of 40f, high of 60f"
52627,san_francisco,sunday,"rain, low of 20f, high of 30f"
52632,manhattan,friday,"warm, low of 50f, high of 70f"
52635,san_jose,monday,"windy, low of 80f, high of 90f"
52641,san_jose,sunday,"frost, low of 30f, high of 40f"
52642,seattle,monday,"dry, low of 30f, high of 50f"
52646,seattle,friday,"humid, low of 70f, high of 90f"
52647,seattle,saturday,"humid, low of 50f, high of 70f"
52651,alhambra,wednesday,"clear skies, low of 60f, high of 80f"
52652,alhambra,thursday,"rain, low of 60f, high of 80f"
52653,alhambra,friday,"cloudy, low of 70f, high of 80f"
52654,alhambra,saturday,"clear skies, low of 50f, high of 60f"
52657,new_york,tuesday,"snow, low of 30f, high of 40f"
52659,new_york,thursday,"hail, low of 70f, high of 90f"
52661,new_york,saturday,"windy, low of 50f, high of 60f"
52662,new_york,sunday,"foggy, low of 80f, high of 90f"
52663,mountain_view,monday,"raining, low of 70f, high of 90f"
52669,mountain_view,sunday,"raining, low of 80f, high of 100f"
52670,redwood_city,monday,"dry, low of 70f, high of 90f"
52671,redwood_city,tuesday,"foggy, low of 30f, high of 40f"
52672,redwood_city,wednesday,"dry, low of 70f, high of 80f"
52673,redwood_city,thursday,"stormy, low of 20f, high of 40f"
52674,redwood_city,friday,"overcast, low of 80f, high of 100f"
52675,redwood_city,saturday,"cloudy, low of 40f, high of 50f"
52676,redwood_city,sunday,"dry, low of 50f, high of 60f"
52679,carson,wednesday,"overcast, low of 80f, high of 100f"
52680,carson,thursday,"dry, low of 90f, high of 100f"
52681,carson,friday,"clear skies, low of 60f, high of 80f"
52682,carson,saturday,"cloudy, low of 80f, high of 100f"
52683,carson,sunday,"overcast, low of 40f, high of 60f"
52686,downtown_chicago,wednesday,"cloudy, low of 50f, high of 70f"
52691,corona,monday,"foggy, low of 90f, high of 100f"
52692,corona,tuesday,"clear skies, low of 30f, high of 40f"
52693,corona,wednesday,"dry, low of 70f, high of 80f"
52694,corona,thursday,"stormy, low of 90f, high of 100f"
52695,corona,friday,"drizzle, low of 20f, high of 40f"
52697,corona,sunday,"snow, low of 80f, high of 100f"
52698,san_jose,monday,"windy, low of 70f, high of 80f"
52705,seattle,monday,"raining, low of 20f, high of 30f"
52717,grand_rapids,saturday,"clear skies, low of 30f, high of 50f"
52718,grand_rapids,sunday,"snow, low of 30f, high of 50f"
52719,new_york,monday,"raining, low of 80f, high of 100f"
52727,redwood_city,tuesday,"clear skies, low of 60f, high of 80f"
52728,redwood_city,wednesday,"windy, low of 80f, high of 90f"
52733,cleveland,monday,"windy, low of 30f, high of 50f"
52736,cleveland,thursday,"dry, low of 60f, high of 80f"
52737,cleveland,friday,"foggy, low of 60f, high of 70f"
52738,cleveland,saturday,"hot, low of 70f, high of 80f"
52739,cleveland,sunday,"cloudy, low of 70f, high of 90f"
52740,los_angeles,monday,"clear skies, low of 70f, high of 80f"
52741,los_angeles,tuesday,"windy, low of 20f, high of 30f"
52742,los_angeles,wednesday,"rain, low of 80f, high of 100f"
52743,los_angeles,thursday,"frost, low of 20f, high of 40f"
52744,los_angeles,friday,"windy, low of 30f, high of 50f"
52745,los_angeles,saturday,"hot, low of 60f, high of 80f"
52819,oakland,monday,"foggy, low of 80f, high of 90f"
52821,oakland,wednesday,"hot, low of 70f, high of 90f"
52826,san_mateo,monday,"raining, low of 80f, high of 90f"
52827,san_mateo,tuesday,"snow, low of 90f, high of 100f"
52828,san_mateo,wednesday,"snow, low of 90f, high of 100f"
52829,san_mateo,thursday,"foggy, low of 70f, high of 90f"
52832,san_mateo,sunday,"hot, low of 60f, high of 70f"
52833,exeter,monday,"overcast, low of 70f, high of 80f"
52836,exeter,thursday,"foggy, low of 70f, high of 90f"
52837,exeter,friday,"windy, low of 90f, high of 100f"
52838,exeter,saturday,"warm, low of 30f, high of 40f"
52839,exeter,sunday,"overcast, low of 90f, high of 100f"
52846,inglewood,sunday,"hot, low of 30f, high of 40f"
52847,san_francisco,monday,"snow, low of 40f, high of 60f"
52848,san_francisco,tuesday,"rain, low of 60f, high of 80f"
52849,san_francisco,wednesday,"warm, low of 40f, high of 60f"
52854,new_york,monday,"clear skies, low of 60f, high of 80f"
52861,cleveland,monday,"raining, low of 80f, high of 90f"
52862,cleveland,tuesday,"raining, low of 60f, high of 70f"
52863,cleveland,wednesday,"overcast, low of 60f, high of 80f"
52867,cleveland,sunday,"warm, low of 90f, high of 100f"
52874,downtown_chicago,sunday,"clear skies, low of 60f, high of 70f"
52875,san_mateo,monday,"raining, low of 70f, high of 90f"
52876,san_mateo,tuesday,"foggy, low of 80f, high of 100f"
52877,san_mateo,wednesday,"drizzle, low of 20f, high of 30f"
52878,san_mateo,thursday,"rain, low of 50f, high of 60f"
52879,san_mateo,friday,"drizzle, low of 60f, high of 80f"
52880,san_mateo,saturday,"drizzle, low of 30f, high of 50f"
52882,redwood_city,monday,"foggy, low of 20f, high of 40f"
52883,redwood_city,tuesday,"cloudy, low of 90f, high of 100f"
52884,redwood_city,wednesday,"foggy, low of 60f, high of 70f"
52887,redwood_city,saturday,"drizzle, low of 90f, high of 100f"
52888,redwood_city,sunday,"overcast, low of 80f, high of 100f"
52889,boston,monday,"rain, low of 60f, high of 80f"
52890,boston,tuesday,"blizzard, low of 20f, high of 40f"
52892,boston,thursday,"hot, low of 70f, high of 90f"
52894,boston,saturday,"raining, low of 70f, high of 90f"
52895,boston,sunday,"humid, low of 80f, high of 100f"
52897,oakland,tuesday,"overcast, low of 30f, high of 50f"
52907,mountain_view,friday,"raining, low of 60f, high of 70f"
52908,mountain_view,saturday,"drizzle, low of 80f, high of 90f"
52909,mountain_view,sunday,"humid, low of 70f, high of 80f"
52911,san_francisco,tuesday,"drizzle, low of 80f, high of 90f"
52913,san_francisco,thursday,"raining, low of 30f, high of 50f"
52919,new_york,wednesday,"cloudy, low of 70f, high of 80f"
52921,new_york,friday,"overcast, low of 40f, high of 50f"
52923,new_york,sunday,"cloudy, low of 30f, high of 50f"
52926,los_angeles,wednesday,"frost, low of 50f, high of 60f"
52928,los_angeles,friday,"drizzle, low of 40f, high of 60f"
52929,los_angeles,saturday,"warm, low of 80f, high of 90f"
52932,compton,tuesday,"hot, low of 50f, high of 70f"
52934,compton,thursday,"clear skies, low of 40f, high of 50f"
52935,compton,friday,"foggy, low of 70f, high of 80f"
52936,compton,saturday,"drizzle, low of 90f, high of 100f"
52937,compton,sunday,"warm, low of 90f, high of 100f"
52938,fresno,monday,"raining, low of 30f, high of 50f"
52939,fresno,tuesday,"drizzle, low of 40f, high of 60f"
52941,fresno,thursday,"dry, low of 20f, high of 40f"
52943,fresno,saturday,"snow, low of 60f, high of 80f"
52945,san_mateo,monday,"humid, low of 60f, high of 80f"
52946,san_mateo,tuesday,"windy, low of 70f, high of 90f"
52949,san_mateo,friday,"warm, low of 90f, high of 100f"
52950,san_mateo,saturday,"rain, low of 60f, high of 80f"
52952,durham,monday,"foggy, low of 30f, high of 40f"
52959,seattle,monday,"snow, low of 40f, high of 60f"
52964,seattle,saturday,"drizzle, low of 50f, high of 60f"
53018,redwood_city,tuesday,"overcast, low of 30f, high of 40f"
53019,redwood_city,wednesday,"hail, low of 70f, high of 90f"
53020,redwood_city,thursday,"snow, low of 80f, high of 100f"
53022,redwood_city,saturday,"hail, low of 90f, high of 100f"
53026,camarillo,wednesday,"overcast, low of 20f, high of 30f"
53027,camarillo,thursday,"drizzle, low of 70f, high of 90f"
53028,camarillo,friday,"overcast, low of 30f, high of 50f"
53030,camarillo,sunday,"cloudy, low of 80f, high of 100f"
53032,san_francisco,tuesday,"snow, low of 50f, high of 70f"
53033,san_francisco,wednesday,"frost, low of 50f, high of 60f"
53034,san_francisco,thursday,"windy, low of 20f, high of 40f"
53035,san_francisco,friday,"warm, low of 70f, high of 80f"
53037,san_francisco,sunday,"drizzle, low of 70f, high of 90f"
53040,alhambra,wednesday,"dry, low of 40f, high of 50f"
53041,alhambra,thursday,"dry, low of 50f, high of 60f"
53042,alhambra,friday,"hail, low of 50f, high of 60f"
53043,alhambra,saturday,"drizzle, low of 90f, high of 100f"
53044,alhambra,sunday,"foggy, low of 80f, high of 90f"
53049,new_york,friday,"overcast, low of 50f, high of 70f"
53050,new_york,saturday,"hail, low of 20f, high of 40f"
53053,downtown_chicago,tuesday,"humid, low of 60f, high of 70f"
53055,downtown_chicago,thursday,"raining, low of 40f, high of 50f"
53057,downtown_chicago,saturday,"overcast, low of 80f, high of 100f"
53059,san_jose,monday,"stormy, low of 80f, high of 90f"
53060,san_jose,tuesday,"snow, low of 50f, high of 70f"
53061,san_jose,wednesday,"cloudy, low of 20f, high of 30f"
53062,san_jose,thursday,"foggy, low of 40f, high of 50f"
53244,durham,monday,"cloudy, low of 50f, high of 70f"
53245,durham,tuesday,"overcast, low of 20f, high of 30f"
53246,durham,wednesday,"overcast, low of 60f, high of 80f"
53249,durham,saturday,"hail, low of 40f, high of 60f"
53250,durham,sunday,"cloudy, low of 50f, high of 70f"
53252,grand_rapids,tuesday,"stormy, low of 60f, high of 70f"
53254,grand_rapids,thursday,"hot, low of 80f, high of 90f"
53255,grand_rapids,friday,"snow, low of 40f, high of 50f"
53258,danville,monday,"hail, low of 40f, high of 60f"
53259,danville,tuesday,"rain, low of 90f, high of 100f"
53260,danville,wednesday,"rain, low of 90f, high of 100f"
53268,brentwood,thursday,"stormy, low of 70f, high of 80f"
53270,brentwood,saturday,"dry, low of 30f, high of 40f"
53272,fresno,monday,"cloudy, low of 70f, high of 90f"
53274,fresno,wednesday,"rain, low of 60f, high of 80f"
53275,fresno,thursday,"foggy, low of 60f, high of 70f"
53278,fresno,sunday,"dry, low of 50f, high of 60f"
53279,manhattan,monday,"dry, low of 40f, high of 50f"
53282,manhattan,thursday,"overcast, low of 90f, high of 100f"
53286,exeter,monday,"drizzle, low of 90f, high of 100f"
53287,exeter,tuesday,"clear skies, low of 30f, high of 50f"
53288,exeter,wednesday,"clear skies, low of 60f, high of 80f"
53289,exeter,thursday,"raining, low of 80f, high of 90f"
53291,exeter,saturday,"hail, low of 80f, high of 100f"
53334,corona,tuesday,"rain, low of 30f, high of 50f"
53335,corona,wednesday,"cloudy, low of 30f, high of 40f"
53336,corona,thursday,"dry, low of 60f, high of 80f"
53337,corona,friday,"cloudy, low of 30f, high of 40f"
